state;city;postal_code;open_p50;open_p95;close_p50;close_p95
AZ;Mesa;85213;180000.0;435352.49999999994;424800.0;469530.0
QC;Montréal;H2L 3L2;244800.0;270900.0;360000.0;464850.0
AZ;Scottsdale;85257;264600.0;507150.0;340200.0;500580.0
QC;Montréal;H4C 1S5;201600.0;301050.0;403200.0;459000.0
ON;Toronto;M4W 1A7;235800.0;548100.0;369000.0;491850.0
AZ;Chandler;85224;226800.0;570959.9999999998;378000.0;499882.5
QC;Montréal;H2L 1E3;241200.0;241200.0;363600.0;363600.0
NV;Las Vegas;89102;216000.0;522179.99999999977;388800.0;572373.10546875
OH;Rocky River;44116;212400.0;428400.0;392400.0;486945.0
QC;Montréal;H3B 2T6;403200.0;681659.9999999999;201600.0;421559.9999999999
ON;Milton;L9T 0J9;378000.0;578880.0;226800.0;317520.0
AZ;Tempe;85281;207000.0;596986.1279296874;397800.0;499501.40625
AZ;Scottsdale;85251;259200.0;552670.13671875;345600.0;459665.859375
AZ;Scottsdale;85255;257400.0;486629.99999999994;347400.0;513326.42578125
ON;Toronto;M6G;263700.0;604800.0;341100.0;435960.0
NV;Las Vegas;89104;216900.0;798786.5625;387900.0;563765.3283691406
OH;Parma;44134;302400.0;716219.9999999998;302400.0;420499.6875
NC;Charlotte;28273;248400.0;681120.0;356400.0;470520.0
AZ;Phoenix;85016;237600.0;540000.0;367200.0;472893.75
AZ;Chandler;85286;244800.0;458855.56219898164;360000.0;460664.0441894531
AZ;Phoenix;85053;223200.0;490319.99999999994;381600.0;446197.5
OH;Fairview Park;44126;261000.0;465576.6796874999;343800.0;445518.28125
PA;Avalon;15202;309480.0;408240.0;295320.0;481680.0
NV;Las Vegas;89139;266400.0;819000.0;338400.0;462150.0
AZ;Phoenix;85048;180000.0;642585.9374999999;424800.0;491541.52819633484
ON;East York;M4G 4E8;505800.0;594900.0;99000.0;188100.0
AZ;Tempe;85283;176400.0;494094.375;428400.0;464622.1875
AZ;Phoenix;85086;262800.0;765000.0;342000.0;450000.0
AZ;Scottsdale;85258;199800.0;437055.2050781249;405000.0;484559.3188476562
QC;Montréal;H2T 2N4;196200.0;304379.99999999994;408600.0;486180.0
NV;Henderson;89014;255600.0;546480.0;349200.0;474930.0
AB;Calgary;T3E 5R7;234000.0;491759.99999999977;370800.0;434340.0
ON;Toronto;M3H 3P7;144000.0;144000.0;460800.0;460800.0
ON;Toronto;M4C 1J6;221400.0;286200.0;383400.0;439200.0
AZ;Scottsdale;85250;301500.0;566415.0;303300.0;472885.3125
NC;Charlotte;28217;238500.0;553409.9999999999;366300.0;451890.0
AZ;Chandler;85225;203400.0;471442.49999999965;401400.0;478800.0
ON;Toronto;M6G 1K1;288900.0;533340.0;315900.0;482939.99999999994
NV;Las Vegas;89103;187200.0;674595.0;417600.0;477675.0
WI;Cottage Grove;53527;306000.0;600750.0;298800.0;444487.5
ON;Toronto;M4S 2B2;631800.0;631800.0;-27000.0;-27000.0
NV;Las Vegas;89144;201600.0;544635.0;403200.0;543933.28125
AZ;Phoenix;85022;228600.0;660960.0;376200.0;443711.25
PA;Gibsonia;15044;207000.0;659486.2499999999;397800.0;508331.25
ON;Toronto;M4E 1S3;144000.0;309240.0;460800.0;483480.0
ON;Mississauga;L4Y 2A6;324000.0;430200.0;280800.0;430649.99999999994
ON;Brampton;L6X 4R9;171000.0;171000.0;433800.0;433800.0
OH;Cleveland;44135;352800.0;1055160.0;252000.0;455130.0
ON;Toronto;M6G 1A5;151200.0;626399.9999999997;453600.0;501120.0
SC;Fort Mill;29715;261000.0;655762.5;343800.0;523483.59375
ON;Mississauga;L4W 2V3;68400.0;68400.0;536400.0;536400.0
AZ;Glendale;85304;194400.0;551789.9999999998;410400.0;504360.0
AB;Calgary;T2S 1X2;234000.0;334799.99999999994;370800.0;406800.0
NV;Las Vegas;89074;194400.0;250200.0;410400.0;487800.0
AZ;Goodyear;85338;237600.0;553843.65234375;367200.0;502232.1350097656
WI;Madison;53705;252000.0;543600.0;352800.0;466650.0
QC;Montréal;H2Z 0A6;510300.0;595350.0;94500.0;179550.0
OH;Westlake;44145;273600.0;545669.9999999998;331200.0;470790.0
ON;Toronto;M9W 1H7;441000.0;731790.0;163800.0;342900.0
NV;Las Vegas;89120;188100.0;486809.9999999999;416700.0;505474.8046875
ON;Toronto;M6G 1A6;277200.0;342360.0;327600.0;454320.0
AZ;Mesa;85204;239400.0;480611.2499999998;365400.0;461115.0
NV;North Las Vegas;89032;216000.0;621916.7871093749;388800.0;470340.0
NC;Gastonia;28056;302400.0;485381.25;302400.0;480664.48974609375
NV;Las Vegas;89123;280800.0;613680.2929687498;324000.0;451440.0
AZ;Chandler;85249;212400.0;570779.9999999999;392400.0;532054.1271972656
PA;Carnegie;15106;230400.0;604800.0;374400.0;502832.8125
AZ;Phoenix;85001;455400.0;604800.0;149400.0;502312.5
NV;Las Vegas;89130;216900.0;644673.6145019524;387900.0;483232.5
NV;Las Vegas;89147;219600.0;525330.0;385200.0;469777.5
ON;Toronto;M2N 5S1;415800.0;817425.0;189000.0;359100.0
PA;Pittsburgh;15234;185400.0;496496.25;419400.0;473760.0
ON;Whitby;L1N 2N3;174600.0;190170.0;430200.0;456480.0
ON;Vaughan;L4K 4A5;237600.0;257040.0;367200.0;386640.0
NV;Las Vegas;89178;224100.0;539268.75;380700.0;449333.7890625
AZ;Goodyear;85395;237600.0;676079.9999999999;367200.0;463460.2734375
QC;Montréal;H2S 2L5;165600.0;165600.0;439200.0;439200.0
QC;Montréal;H3K 1J8;248400.0;262980.0;356400.0;405000.0
ON;Toronto;M5T 1H1;277200.0;907200.0;327600.0;416880.0
AZ;Phoenix;85014;178200.0;385523.4375;426600.0;473250.9375
AB;Calgary;T2H 2E6;201600.0;201600.0;403200.0;422640.0
ON;Toronto;M1L 4C2;277200.0;286920.0;327600.0;386280.0
PA;Pittsburgh;15205;302400.0;665595.0;302400.0;446422.5
ON;Etobicoke;M9C 4R1;241200.0;241200.0;363600.0;363600.0
QC;Montréal;H2W 2Y8;400500.0;644310.0;204300.0;448110.0
OH;Streetsboro;44241;277200.0;606600.0;327600.0;459961.69921875
OH;Cleveland;44115;269100.0;691379.9999999998;335700.0;550387.3823547363
NV;Las Vegas;89108;237600.0;704024.9999999999;367200.0;547200.0
ON;Toronto;M2J 2K8;225900.0;247770.0;378900.0;400770.0
NV;Las Vegas;89121;216000.0;598050.0;388800.0;452165.625
ON;Markham;L3R 6E3;333900.0;350910.0;270900.0;287910.0
OH;Lakewood;44107;284400.0;441404.9999999999;320400.0;513719.9999999999
OH;Garfield Heights;44128;201600.0;564480.0;403200.0;403200.0
PA;Pittsburgh;15216;207900.0;706275.0;396900.0;465496.875
NV;Las Vegas;89146;163800.0;479475.0;441000.0;478440.0
ON;Toronto;M5T 1S2;252000.0;399960.0;352800.0;458640.0
NV;Las Vegas;89117;230400.0;484565.62499999994;374400.0;492255.0
SC;Rock Hill;29732;261000.0;553069.6875;343800.0;475638.75
WI;Madison;53716;189000.0;798120.0;415800.0;478930.4296875
OH;Cleveland;44119;223200.0;331920.0;381600.0;448920.0
OH;North Olmsted;44070;235800.0;572040.0;369000.0;496259.99999999994
ON;Toronto;M4M 1H4;189000.0;313379.9999999999;415800.0;518220.0
ON;Toronto;M5T 2E9;241200.0;369900.0;363600.0;408600.0
NC;Charlotte;28207;176400.0;359909.9999999999;428400.0;480968.0859375
QC;Westmount;H3Z 1C3;306000.0;364320.0;298800.0;357120.0
AZ;Chandler;85248;248400.0;557639.7802734374;356400.0;443160.0
ON;Vaughan;L4J 8M5;201600.0;214560.0;403200.0;416160.0
WI;Madison;53717;225900.0;515699.99999999977;378900.0;475613.43749999994
NC;Charlotte;28203;216000.0;375075.0;388800.0;523350.0
AZ;Fountain Hills;85268;162000.0;439919.99999999994;442800.0;520290.0
OH;Parma Heights;44130;208800.0;439222.5;396000.0;485668.125
AZ;Phoenix;85018;201600.0;553471.875;403200.0;461981.25
NV;Las Vegas;89145;234000.0;390192.1875;370800.0;494465.61126708984
AZ;Tempe;85284;181800.0;536383.125;423000.0;532575.0
NV;Las Vegas;89129;223200.0;701549.9999999999;381600.0;451878.046875
NV;Henderson;89015;190800.0;624644.9999999999;414000.0;515709.140625
OH;Cleveland;44102;302400.0;604800.0;302400.0;507038.203125
NC;Charlotte;28204;147600.0;588889.2890624998;457200.0;535590.0
ON;Scarborough;M1S 5H9;225000.0;226620.0;379800.0;381420.0
WI;Madison;53703;169200.0;648449.9999999999;435600.0;504791.71875
AZ;Phoenix;85035;244800.0;635062.5;360000.0;459000.0
ON;Mississauga;L4W 3Z4;522900.0;596610.0;81900.0;155610.0
AZ;Phoenix;85085;230400.0;411614.9999999999;374400.0;461463.74999999994
ON;Toronto;M2N 7K1;365400.0;467460.0;239400.0;341460.0
ON;Toronto;M5R 2J1;147600.0;183239.99999999997;457200.0;486360.0
AZ;Glendale;85308;216000.0;728640.0;388800.0;459360.0
AZ;Phoenix;85029;187200.0;767902.4999999999;417600.0;462060.0
AZ;Phoenix;85031;257400.0;668925.0;347400.0;544540.4296875
AB;Calgary;T2R 1P6;304200.0;379440.0;300600.0;475200.0
AZ;Phoenix;85004;223200.0;663119.9999999999;381600.0;524160.0
AZ;Surprise;85388;201600.0;453959.99999999994;403200.0;550170.0
ON;Toronto;M5V;174600.0;583290.0;430200.0;532125.0
ON;Toronto;M4N 2N3;200700.0;271530.0;404100.0;467279.99999999994
WI;Madison;53711;273600.0;589230.0;331200.0;469237.5
NC;Matthews;28105;230400.0;595079.9999999994;374400.0;455132.94158935547
NV;Las Vegas;89122;252000.0;834120.0;352800.0;448717.5
AZ;Phoenix;85050;223200.0;442102.4999999999;381600.0;442733.8018798828
QC;Montréal;H2J 2J8;147600.0;270720.0;457200.0;509040.0
NV;Las Vegas;89119;277200.0;825299.9999999998;327600.0;527107.5
NC;Charlotte;28211;234000.0;623696.0641479489;370800.0;454113.40759277344
AZ;Mesa;85120;205200.0;234360.0;399600.0;422280.0
NV;Las Vegas;89169;378900.0;633245.625;225900.0;435600.0
ON;Aurora;L4G 7Z9;326700.0;778950.0;278100.0;400050.0
AZ;Glendale;85303;268200.0;633256.1718749998;336600.0;434205.0
AZ;Phoenix;85023;228600.0;553500.0;376200.0;552600.0
ON;Toronto;M6N 1M2;180000.0;180000.0;424800.0;424800.0
IL;Urbana;61802;237600.0;606217.5;367200.0;465480.17578125
AB;Calgary;T2N 1V3;207000.0;379530.0;397800.0;435510.0
NV;Las Vegas;89134;201600.0;437760.0;403200.0;479877.1875
OH;North Randall;44128;259200.0;570240.0;345600.0;446850.0
QC;Montréal;H2G 1V4;241200.0;241200.0;363600.0;363600.0
SC;Fort Mill;29708;208800.0;796365.0;396000.0;513300.0
PA;Pittsburgh;15239;212400.0;604800.0;392400.0;487968.75
AZ;Phoenix;85009;241200.0;605385.0;363600.0;449915.625
AZ;Avondale;85392;252000.0;627479.9999999998;352800.0;450047.8125
PA;Coraopolis;15108;298800.0;631282.4999999998;306000.0;488111.3525390625
ON;Richmond Hill;L4C 1V4;291600.0;497700.0;313200.0;390600.0
PA;Pittsburgh;15232;225000.0;801123.75;379800.0;489060.0
OH;Chardon;44024;192600.0;508679.99999999994;412200.0;475751.25
AZ;Mesa;85210;212400.0;604800.0;392400.0;496040.625
NV;Las Vegas;89135;144000.0;462329.99999999994;460800.0;512640.0
NC;Harrisburg;28075;269100.0;471937.5;335700.0;468787.5
QC;Montréal;H2Y 3B1;163800.0;277200.0;441000.0;554400.0
NV;Las Vegas;89148;228600.0;513168.75;376200.0;478800.0
NC;Charlotte;28205;205200.0;427375.80505371094;399600.0;534585.9375
AZ;Phoenix;85034;273600.0;659610.0;331200.0;472117.5
AZ;Phoenix;85013;199800.0;556565.625;405000.0;471916.40625
ON;Scarborough;M1M 1P1;237600.0;273240.0;367200.0;435240.0
ON;Toronto;M6J 1X3;212400.0;892620.0;392400.0;462780.0
OH;Hudson;44236;215100.0;347248.12499999994;389700.0;471375.0
AZ;Peoria;85382;199800.0;590400.0;405000.0;492558.75
AZ;Mesa;85203;221400.0;604395.0;383400.0;522576.2109374999
PA;Wexford;15090;248400.0;497879.99999999977;356400.0;506555.3320312499
NV;Boulder City;89005;252000.0;594869.0625;352800.0;505305.0
PA;McMurray;15317;259200.0;553050.0;345600.0;449070.1171875
NC;Concord;28026;432000.0;587520.0;172800.0;328320.0
QC;Montréal;H2J 1Z1;216000.0;661500.0;388800.0;392400.0
ON;Woodbridge;L4H 3G8;190800.0;281520.0;414000.0;504720.0
ON;Brampton;L6Y 4E7;255600.0;297720.0;349200.0;391320.0
ON;Toronto;M6S 2E2;176400.0;271080.0;428400.0;493560.0
ON;Richmond Hill;L4B 3Y7;192600.0;334169.9999999998;412200.0;522990.0
OH;Parma;44129;262800.0;511481.25;342000.0;465637.5
WI;Monona;53713;198000.0;581759.9999999999;406800.0;472320.0
OH;Medina;44256;223200.0;597329.9999999999;381600.0;475289.99999999994
ON;North York;M2H 1S8;288000.0;741599.9999999999;316800.0;318420.0
AZ;Gilbert;85234;208800.0;401625.0;396000.0;474075.0
ON;Toronto;M6C 2Z1;129600.0;129600.0;475200.0;475200.0
IL;Champaign;61821;218700.0;622620.0;386100.0;469440.0
NV;Las Vegas;89158;428400.0;754919.9999999999;176400.0;401399.99999999994
ON;Toronto;M6G 1H8;167400.0;220860.0;437400.0;490860.0
ON;Toronto;M6R 2M8;222300.0;358200.0;382500.0;492750.0
WI;Stoughton;53589;216000.0;614250.0;388800.0;522000.0
QC;Montréal;H4A 1T2;232200.0;232200.0;372600.0;372600.0
ON;Toronto;M1W 2S8;277200.0;374400.0;327600.0;391680.0
WI;Oregon;53575;203400.0;444689.99999999994;401400.0;475138.125
PA;Pittsburgh;15241;273600.0;576360.0;331200.0;498870.0
QC;Montréal;H2W 1Z4;190800.0;243000.0;414000.0;469440.0
WI;Madison;53715;529200.0;785340.0;75600.0;431098.20373535145
NV;Henderson;89011;204300.0;583166.9531249999;400500.0;465378.75
ON;Markham;L3R 0C6;216000.0;228960.0;388800.0;401760.0
NC;Charlotte;28216;237600.0;605519.9999999999;367200.0;444952.74353027344
OH;Chagrin Falls;44022;221400.0;370411.87499999994;383400.0;496980.0
AB;Calgary;T2P 0H5;275400.0;547200.0;329400.0;412200.0
AZ;Phoenix;85051;231300.0;682019.9999999999;373500.0;462150.0
ON;Etobicoke;M8X 1C4;223200.0;652500.0;381600.0;428400.0
QC;Saint-Laurent;H4R 1P8;295200.0;449370.0;309600.0;356129.99999999994
ON;Richmond Hill;L4S 1M6;378000.0;378000.0;226800.0;226800.0
QC;Montréal;H2B 2H3;302400.0;302400.0;302400.0;302400.0
ON;Scarborough;M1T 2M2;230400.0;230400.0;374400.0;374400.0
NC;Charlotte;28269;219600.0;526319.9999999999;385200.0;553885.3125
ON;Vaughan;L6A 0V5;300600.0;300600.0;304200.0;304200.0
ON;Toronto;M4M 1J7;248400.0;391679.9999999999;356400.0;420660.0
PA;Pittsburgh;15236;288000.0;453284.99999999977;316800.0;484019.99999999994
NC;Charlotte;28270;390600.0;602460.0;214200.0;458009.99999999994
PA;Pittsburgh;15237;244800.0;634793.9172363281;360000.0;433856.25
QC;Montréal;H2P 1T5;129600.0;129600.0;475200.0;475200.0
NC;Charlotte;28206;327600.0;583470.0;277200.0;517679.99999999994
ON;Toronto;M6H 3Y2;216000.0;272520.0;388800.0;426960.0
AZ;Phoenix;85024;201600.0;571208.7476348877;403200.0;480060.0
AZ;Glendale;85302;257400.0;461973.8671874999;347400.0;455935.78125
ON;Markham;L3R 4G9;201600.0;256320.0;403200.0;448560.0
ON;Mississauga;L5R 3K7;333000.0;341100.0;271800.0;279900.0
ON;Richmond Hill;L4B 1H6;277200.0;277200.0;327600.0;327600.0
ON;Toronto;M5B 1C6;255600.0;255600.0;349200.0;349200.0
ON;Toronto;M4M 2H1;244800.0;330120.0;360000.0;491039.99999999994
AZ;Mesa;85202;189900.0;555659.9999999999;414900.0;524570.2191925049
AZ;Scottsdale;85259;248400.0;602951.8671798705;356400.0;509940.0
NC;Huntersville;28078;277200.0;655335.3515624999;327600.0;486866.25
ON;Toronto;M4J 1M2;279000.0;804600.0;325800.0;439200.0
OH;Elyria;44035;320400.0;972515.7421874998;284400.0;459090.0
OH;Pepper Pike;44124;183600.0;324765.0;421200.0;506564.99999999994
ON;Markham;L3P 1Z3;183600.0;186840.0;421200.0;424440.0
PA;Pittsburgh;15224;244800.0;428129.99999999994;360000.0;479860.13671875
ON;North York;M2K 1C3;239400.0;286380.0;365400.0;405900.0
AZ;Peoria;85345;251100.0;584797.5;353700.0;519750.0
NV;Las Vegas;89149;234000.0;604800.0;370800.0;459323.6242675781
AZ;Scottsdale;85253;223200.0;372645.0;381600.0;499083.74999999994
NV;Las Vegas;89044;237600.0;751049.9999999999;367200.0;556289.9999999999
ON;Toronto;M6J 1J3;370800.0;700559.9999999999;234000.0;419400.0
AB;Calgary;T2J 0P5;244800.0;642689.9999999999;360000.0;447614.99999999994
PA;Pittsburgh;15238;306900.0;663300.0;297900.0;449177.8271484375
ON;Toronto;M5V 2A4;228600.0;411131.25;376200.0;444150.0
PA;Pittsburgh;15208;237600.0;497700.0;367200.0;471600.0
ON;Maple;L6A 3Y5;144000.0;144000.0;460800.0;460800.0
ON;Whtiby;L1N 0E4;208800.0;208800.0;396000.0;396000.0
ON;Toronto;M4K 1P9;230400.0;721440.0;374400.0;443880.0
AZ;Phoenix;85339;259200.0;580320.0;345600.0;576000.0
AB;Calgary;T2H 3B5;268200.0;356760.0;336600.0;413009.99999999994
ON;Toronto;M5S 1W9;302400.0;562679.9999999999;302400.0;423269.9999999999
ON;Toronto;M2N 5X2;266400.0;369449.99999999994;338400.0;392940.0
ON;Toronto;M6J 3N4;214200.0;251460.0;390600.0;427860.0
AB;Calgary;T2Y 3G4;180000.0;180000.0;424800.0;424800.0
QC;Montréal;H3G 2A9;396000.0;402480.0;208800.0;396719.99999999994
ON;Toronto;M6K 0B9;205200.0;257040.0;399600.0;451440.0
AZ;Phoenix;85007;149400.0;379082.8125;455400.0;551939.0625
ON;Oakville;L6M 4L9;208800.0;208800.0;396000.0;396000.0
QC;Longueuil;J4H 3Y2;604800.0;604800.0;0.0;0.0
OH;Cleveland;44126;234000.0;587160.0;370800.0;512640.0
AB;Calgary;T2J 6T5;252000.0;544319.9999999999;352800.0;415080.0
OH;Twinsburg;44087;145800.0;798300.0;459000.0;506787.5390625
AZ;Phoenix;85008;369900.0;613046.25;234900.0;552420.0
AZ;Phoenix;85042;237600.0;741052.9687499999;367200.0;461441.25
OH;Beachwood;44122;243000.0;618256.6616821288;361800.0;453431.24999999994
AB;Calgary;T2C 4X6;208800.0;350279.99999999994;396000.0;470160.0
ON;Toronto;M6G 1L2;217800.0;757800.0;387000.0;475200.0
ON;Brampton;L6T 5R4;192600.0;192600.0;412200.0;412200.0
QC;Montréal;H3X 1V3;284400.0;320040.0;320400.0;356040.0
NV;Las Vegas;89032;252000.0;512999.9999999998;352800.0;479070.0
QC;Rosemere;J7A 2H4;527400.0;937260.0;77400.0;487260.0
AB;Calgary;T3G 2R2;221400.0;531719.9999999999;383400.0;390960.0
NV;Las Vegas;89183;277200.0;455625.0;327600.0;475453.12499999994
NC;Charlotte;28210;254700.0;548099.9999999999;350100.0;454037.87109375
QC;Montréal;H2Z 1Y6;237600.0;273240.0;367200.0;456300.0
ON;Markham;L3R 0Y5;221400.0;248422.5;383400.0;434289.375
ON;Toronto;M5V 0K2;274500.0;276930.0;330300.0;332730.0
NV;Las Vegas;89115;282600.0;604800.0;322200.0;507944.53124999994
ON;Toronto;M3B 3B5;302400.0;302400.0;302400.0;302400.0
AZ;Phoenix;85003;212400.0;633962.1093749997;392400.0;554062.5
ON;Toronto;M5B 2H1;282600.0;480600.0;322200.0;360450.0
OH;Cleveland;44121;212400.0;544230.0;392400.0;480690.0
OH;Willoughby;44094;298800.0;660009.375;306000.0;466064.99999999994
WI;Fitchburg;53719;268200.0;858059.9999999998;336600.0;466458.75
WI;Black Earth;53515;223200.0;370619.99999999994;381600.0;447659.99999999994
AB;Calgary;T3C 3P8;291600.0;291600.0;313200.0;313200.0
ON;Toronto;M9C 5K5;604800.0;866880.0;0.0;293759.99999999994
OH;Shaker Heights;44122;264600.0;591299.9999999998;340200.0;467369.99999999994
NV;Las Vegas;89141;264600.0;563281.8749999999;340200.0;456480.0
WI;Waunakee;53597;268200.0;441900.0;336600.0;449966.25
AZ;Phoenix;85054;295200.0;396455.62499999994;309600.0;467887.49999999994
NV;Las Vegas;89156;352800.0;946754.9999999999;252000.0;439560.0
NC;Gastonia;28052;410400.0;715095.0;194400.0;487884.375
OH;Willowick;44095;277200.0;532484.9999999999;327600.0;495360.0
ON;Brampton;L6P 3E1;237600.0;237600.0;367200.0;367200.0
ON;Mississauga;L4X 1L7;268200.0;268200.0;336600.0;336600.0
QC;Montréal;H3B 5M2;318600.0;318600.0;286200.0;286200.0
AB;Calgary;T2S 1W9;185400.0;440369.9999999999;419400.0;512370.0
QC;Montreal-Nord;H1H 2R3;957600.0;957600.0;-352800.0;-352800.0
ON;Toronto;M2N 5S3;226800.0;352799.9999999999;378000.0;493919.9999999999
QC;Laval;H7P 4W5;410400.0;410400.0;194400.0;194400.0
ON;Toronto;M4M 1H2;247500.0;568260.0;357300.0;489690.0
AZ;Mesa;85206;223200.0;433710.0;381600.0;467026.875
AB;Calgary;T2N 3E3;404100.0;582389.9999999999;200700.0;463139.9999999999
ON;Toronto;M4R 1K8;199800.0;283680.0;405000.0;450000.0
QC;Outremont;H2V 1K8;277200.0;277200.0;327600.0;327600.0
PA;McKees Rocks;15136;196200.0;589005.0;408600.0;470196.5625
NC;Pineville;28134;230400.0;417229.35004234314;374400.0;480600.0
NV;Henderson;89074;223200.0;753525.0;381600.0;507062.109375
NV;Las Vegas;89113;253800.0;731362.5;351000.0;478340.33203125
ON;Vaughan;L4K 2T4;284400.0;284400.0;320400.0;320400.0
NV;North Las Vegas;89086;259200.0;657112.5;345600.0;479025.0
NC;Charlotte;28278;255600.0;389700.0;349200.0;524700.0
ON;North York;M3B 2M3;174600.0;179460.0;430200.0;435060.0
ON;Toronto;M6J 2Z7;202500.0;608534.9999999999;402300.0;480195.0
QC;Montréal;H3G 2B1;280800.0;399960.0;324000.0;434159.99999999994
WI;Madison;53713;189000.0;583604.296875;415800.0;473927.1240234375
ON;Mississauga;L5R 3E7;572400.0;753479.9999999999;32400.0;239400.0
OH;Woodmere;44122;261000.0;415845.0;343800.0;463466.25
OH;Brunswick;44212;298800.0;573735.9375;306000.0;441031.552734375
AZ;Phoenix;85021;162000.0;352084.57031249994;442800.0;498328.5498046875
ON;Toronto;M6A 2V1;259200.0;559440.0;345600.0;460800.0
OH;Cleveland;44131;181800.0;326880.0;423000.0;505080.0
AZ;Phoenix;85381;325800.0;327420.0;279000.0;280620.0
ON;Pickering;L1V 3N7;261000.0;351360.0;343800.0;415440.0
ON;Ajax;L1Z 1V9;226800.0;226800.0;378000.0;378000.0
ON;Toronto;M6G 1K7;301500.0;731519.9999999995;303300.0;409949.9999999999
