state;city;postal_code;business_id;cool_reviews
OH;Westlake;44145;ZTg8adZipR3QDoJmFZZqJw;100
ON;Toronto;M9W 1H7;2DIQm_EDH7d422g6HxoTDA;8
ON;Toronto;M6G 1A6;PFLnr1C9K9FHQc-GOvtnHQ;4
AZ;Mesa;85204;LYgAf_vpMQU6JqBcTXg-Sw;207
AZ;Phoenix;85001;lrAUseySfmFeZkWOGfsKnQ;57
NV;Las Vegas;89130;pomGBqfbxcqPv14c3XH-ZQ;225
NV;Las Vegas;89147;sNVGdeOPeitJ3OWUQBINzQ;460
ON;Toronto;M2N 5S1;C8_zdU7zGLUK3uC4e5AepQ;132
NV;Las Vegas;89178;4oxLboB6UEcBxRwEjMrXag;106
AZ;Goodyear;85395;v4qyBRpTBvOO55M4IAqNNg;114
QC;Montréal;H3K 1J8;Yy_SB9r7VQTlIVv_MeOmaA;6
ON;Toronto;M5T 1H1;6Y01DAOBtDo9BwXGW4dR7g;12
AZ;Phoenix;85014;J07TDs6qnTIaxm48EL1cKQ;406
ON;Toronto;M1L 4C2;Lpp8IiUVEhJzF4Fb8DkScQ;7
PA;Pittsburgh;15205;i39--wZD6L9hm9Lg90Uziw;94
ON;Etobicoke;M9C 4R1;VCkKTkLWh9dY5vSdNPZDqw;5
QC;Montréal;H2W 2Y8;yXgmi4C_GQe-Vn47aXA_ig;2
OH;Streetsboro;44241;CmIEkQZ87j1IGm9qWYqUdQ;34
NV;Las Vegas;89121;9fTDeI6mApFX52qYJ8z0mw;298
ON;Markham;L3R 6E3;G_eyGEwj5c0otVIF1Y_uvQ;7
OH;Lakewood;44107;JFaTPxWQC14VmFnXLv7W1g;331
OH;Garfield Heights;44128;qIKrN5ENU-QvFj9qZWArdA;2
PA;Pittsburgh;15216;nlVjdQq9FzdQ3bfy-8y80g;119
NV;Las Vegas;89146;UPIYuRaZvknINOd1w8kqRQ;817
ON;Toronto;M5T 1S2;yFQCdWr_k1pTObzHPGis9Q;24
NV;Las Vegas;89117;ZibmYdOPKLlqDM9oR6xzOA;369
SC;Rock Hill;29732;KgbCvPJpFLN78VVkeJMbzw;81
AZ;Phoenix;85006;frCxZS7lPhEnQRJ3UY6m7A;763
ON;Toronto;M4M 1H4;mr4FiPaXTWlJ3qGzp4-7Yg;41
ON;Toronto;M5T 2E9;O1TvPrgkK2bUo5O5aSZ7lw;171
QC;Westmount;H3Z 1C3;KFSWiK8Qa8vhA-EwEL4MMg;3
IL;Champaign;61820;t_yiQnxUDdPPCN2z4QyezA;145
AZ;Phoenix;85048;QsJ6orXv_VB7xz-MpqHzSQ;299
AZ;Phoenix;85016;k1QpHAkzKTrFYfk6u--VgQ;704
ON;Vaughan;L4J 8M5;bK2YrycQV3f2f6swB3vYGg;5
WI;Madison;53717;vzqzoa-plufwTsQUwW_s6Q;58
NV;Las Vegas;89102;awI4hHMfa7H0Xf0-ChU5hg;955
NC;Charlotte;28203;WbJ1LRQdOuYYlRLyTkuuxw;259
PA;Carnegie;15106;JPW2qpwVg7vS3EvWkGS4rg;93
OH;Parma Heights;44130;tnd0GWjSEntWbG6wpLu61g;38
AZ;Phoenix;85018;IsoLzudHC50oJLiEWpwV-w;608
NV;Las Vegas;89145;igHYkXZMLAc9UdV5VnR_AA;839
NC;Charlotte;28204;sdYkVaTy7EJwUkO8Ie_qPg;462
ON;Scarborough;M1S 5H9;UfRNne2Irek_iZogqtjpzw;7
WI;Madison;53703;RJNAeNA-209sctUO0dmwuA;442
PA;Pittsburgh;15226;Iam7tYWhssw_rscSBkeRIQ;81
AZ;Phoenix;85035;Hliq9wrI1BcR-xcG_C9_Qg;89
AZ;Tempe;85284;jlbP9Yd0AQP8OlcsFkZ4hQ;255
ON;Mississauga;L4W 3Z4;IpdC2F_36aKVWMySany3jA;2
ON;Toronto;M2N 7K1;yG2PdMFn6y3QDw4Uq4b5lg;19
ON;Toronto;M5R 2J1;HCwpeRZENHXOGIbKemOxeQ;3
AZ;Glendale;85308;ojGCRzEym2W3tSTo69fhxA;245
AB;Calgary;T2R 1P6;AsgwKCJqyBqdiHdEBqeq3w;2
AZ;Phoenix;85004;pSQFynH1VxkfSmehRXlZWw;862
AZ;Surprise;85388;BBFg2FmyimjiR27jO0dpQg;78
ON;Toronto;M5V;bsFZnc2mYyGy5cFf5EWTWg;61
WI;Madison;53711;uoUa8ugZLrly0bA268IqEg;103
AZ;Phoenix;85050;34VuBMNaG9nJiyqsnoEgPg;216
NV;Las Vegas;89119;FaHADZARwnY4yvlvpnsfGA;1470
NV;Las Vegas;89169;DESv2ys6SjBKA4SyDtJvxw;756
ON;Aurora;L4G 7Z9;JTXqPkssRG-3rlrh_uMcYQ;15
AZ;Glendale;85303;Gq3OgSd5KflKuwNJmuWt7Q;74
AZ;Phoenix;85023;cHdJXLlKNWixBXpDwEGb_A;539
ON;Toronto;M6N 1M2;dfqLhdQY9e6EiXMk9t-8WQ;3
IL;Urbana;61802;miMx3VNOW8qPJC5wEGaIOw;48
AZ;Scottsdale;85257;r5PLDU-4mSbde5XekTXSCA;375
AB;Calgary;T2N 1V3;1-phG1_n-aycybl1r3_spA;22
NV;Las Vegas;89134;SqxIx0KbTmCvUlOfkjamew;172
QC;Montréal;H2G 1V4;eKbN4KVQYgGt3flbYqfXzw;10
SC;Fort Mill;29708;ywkw13rZ9xIv1s3CibF-uQ;58
AZ;Phoenix;85009;PlTdQdCWu2_hjbSuenB3pg;135
AZ;Avondale;85392;kJwWVi3uCXniUkJwhS3N3Q;155
PA;Coraopolis;15108;iRhB506lbc0kU5289zyHzg;67
ON;Richmond Hill;L4C 1V4;NuIeYLuizjkzQz-33s0Jgg;22
OH;Chardon;44024;CHFw_V836nIKpWtqMP4E5g;19
AZ;Chandler;85226;wHVWfC_a6koeiJXAu78e1g;281
NC;Harrisburg;28075;oMt3FrXtmYiP2ayn46PHtQ;80
QC;Montréal;H2Y 3B1;9KmvrnyjWTr4sly0Dt770g;119
NV;Las Vegas;89148;qqs7LP4TXAoOrSlaKRfz3A;446
NC;Charlotte;28205;RVQE2Z2uky4c0-njFQO66g;387
AZ;Phoenix;85013;-yQHIYKXH3HAdhh1W52OMQ;391
ON;Scarborough;M1M 1P1;ye9fmMm1DyBTBjMMRVDgDQ;4
NV;Las Vegas;89123;7sPNbCx7vGAaH7SbNPZ6oA;1156
AZ;Mesa;85205;ASg9gG8x4IaaYnePCBa2Kg;101
NV;Boulder City;89005;Vay9xHwcvu7VRZOddBgn-A;171
PA;McMurray;15317;0NoHJtug9xefI2OnsANaMA;18
NC;Concord;28026;-BplplCOayCupKnRVZcclw;5
QC;Montréal;H2J 1Z1;j9d1c73emq6sL0v5IfrC-w;24
ON;Woodbridge;L4H 3G8;YMZ64bYC6m8wc91lH2d7Dw;2
NV;Las Vegas;89129;EZ4TljJvGenxrkM4JsqtZg;202
ON;Richmond Hill;L4B 3Y7;PFAvETr4Vf6UY548TWvhFA;36
OH;Parma;44129;OMskTANen2g5AlwN4EyxMg;138
AZ;Tempe;85281;wl0QZqAzr1DelslQ02JGCQ;624
NV;Henderson;89014;eLFfWcdb7VkqNyTONksHiQ;1574
WI;Monona;53713;soIfkcfwujR-Na1lprr-XA;21
OH;Medina;44256;-GOsHrWPC0meDRgkCEgC8w;86
NC;Gastonia;28056;773ovbZW7HvfaNy5laUznQ;29
NC;Charlotte;28212;Fg18KJ6zAEVLZ7jM7kJpwQ;51
ON;Toronto;M6C 2Z1;oYCx5gO4KkkgYPnglSkk5g;7
AZ;Chandler;85225;CX86HjLm-fK8ix0xe5LwiA;453
NV;Las Vegas;89158;WYw3Uf56DT5IwpaLNnCH5Q;776
NC;Charlotte;28207;gwd1W_0Mgzqo3QxgXrt16Q;65
ON;Toronto;M6G 1H8;5JW08_RL9K60Ubo8-8lyVg;12
ON;Toronto;M6R 2M8;LpPYFHevgdD4EXRppc975g;15
WI;Stoughton;53589;4GJ9B9IUeOYQtqfG_BYwlw;46
QC;Montréal;H4A 1T2;LP4A73b3ZwVtJQlErzEheQ;2
ON;Toronto;M1W 2S8;8f9Tl2gq78wqjtrToOTo7A;18
WI;Oregon;53575;Syy4Gr1JrxICbiDm64go3Q;31
PA;Pittsburgh;15241;QZx8vWP9FiojherUMB9VuA;27
AZ;Chandler;85224;WHiND6UPxr6WzgGhz2E91Q;270
QC;Montréal;H2W 1Z4;vtKHBhv3yG_M035fTvcD_g;8
NV;Henderson;89011;0UlMUHtEDgDMkycBQpoAew;132
NC;Charlotte;28216;80omysuPKac8zn1PfRnQRQ;89
OH;Chagrin Falls;44022;2CuuhX79Rtto5bxEk3_oDQ;90
AB;Calgary;T2P 0H5;HRDtZtl6HqxNwqgc8NkNDQ;5
QC;Saint-Laurent;H4R 1P8;sRG0srH95a9eqN0MXqZWZQ;12
ON;Richmond Hill;L4S 1M6;098OQUl2watF1wQ4sZ_Vjw;4
ON;Toronto;M5T 2C2;Nxg73OigmRQQq0d1pKtkUQ;49
NV;Henderson;89015;c06xDgPtZDKsI-w0Z_eujg;253
QC;Montréal;H2B 2H3;SWX0K1dpy4fcRq-ktZxmCg;2
ON;Vaughan;L6A 0V5;xrMt_5f1h1OVMym-iPrMqw;13
ON;Toronto;M4M 1J7;Y8vH_HD8JiUXZWHecrvMPA;53
NC;Charlotte;28270;eZDXz_RylvdD0tHEA8I0NA;115
QC;Montréal;H2P 1T5;2z9SGvCiz5dtyWcr088ESw;1
ON;Toronto;M6H 3Y2;zYXG5RsbxiOkZeJ7yAEj3Q;11
AZ;Phoenix;85024;lwpQQflP1CGJPV7QLybzOg;95
ON;Markham;L3R 4G9;mspZuHQ8rVXpyVMqQIKw_A;78
ON;Mississauga;L5R 3K7;tQYckOhwLjzu3UOo0x5uaQ;3
ON;Richmond Hill;L4B 1H6;ClXQewiuJytoFe7sW0G6gg;5
ON;Toronto;M5B 1C6;7jEs2CVAKu6AhTGi0DvCLA;8
ON;Toronto;M4M 2H1;6hkHrWb82XfJdZ-SJmCKCg;19
AZ;Mesa;85202;ohEnmKpF7i2_ujme1p_vUQ;491
OH;Pepper Pike;44124;ErxACeMyF4hSQyGhpEt4Tw;54
ON;North York;M2K 1C3;twaYBOGSIeOvJdx8EFBKeg;10
AZ;Peoria;85345;93FNDjCBsdbKkUoh3UVS4g;219
NV;Las Vegas;89044;wzYlLZ3v4FBcUTSA9b75uQ;50
ON;Toronto;M6J 1J3;dc3uoAmNo5STqKV6mlD_aA;101
AB;Calgary;T2J 0P5;YJTUX6Ekhme7bQUDG86ZYg;7
ON;Toronto;M5V 2A4;ucgzkl7atsBMGu4gGpmHfw;43
NC;Huntersville;28078;VZQPYoK6l_vo5jwYgabJdQ;124
NV;Las Vegas;89108;z5J9U_HU4iVLwaCH6rdC2w;211
ON;Whtiby;L1N 0E4;PgJLbJaCOqFXfh3OHsMPpA;0
ON;Toronto;M4K 1P9;xolNHbVTDWxQ9FIZNtkcNg;7
AZ;Phoenix;85339;tU90S8KAgeg_2dZQeYfg0w;40
AB;Calgary;T2H 3B5;Xc9g9DgNti4UnBNYvIPFZA;4
ON;Toronto;M5S 1W9;d0hNEjOl56Q8NNnYmdBLQA;23
OH;North Olmsted;44070;CuT2Xh3vAYvRfxUWlUo6oA;183
ON;Toronto;M2N 5X2;jyKp0UsjHOgzlhslbN5HuQ;8
ON;Toronto;M6J 3N4;lK7WSyUMq6w6pjOhlFqODQ;2
QC;Montréal;H3G 2A9;ol-aOSZbIh46Uy3tKjciaA;29
ON;Toronto;M6K 0B9;8XVAcOZ02IGTQE-pvKhXXw;29
AZ;Phoenix;85007;SkO0Kd4_bO4VWTzCa_k8_g;179
ON;Oakville;L6M 4L9;p7POIbP8XAGkaYa0W9SyOw;16
QC;Longueuil;J4H 3Y2;bNepvUgR6E5jqfnKVACkrA;1
PA;Pittsburgh;15222;JLbgvGM4FXh9zNP4O5ZWjQ;562
AB;Calgary;T2J 6T5;LfUYOQv4SdYpPW-KK0gfQQ;2
AZ;Phoenix;85042;8rlTOw0IA1TENURMBJpaXw;99
OH;Beachwood;44122;nste3nTcGqWsmpW2xSOSbg;88
AB;Calgary;T2C 4X6;UkBy7Epd2q6YXZhYas8iEA;0
AZ;Phoenix;85040;zG4sdiMWE7CZAsfrM4j6GA;375
QC;Montréal;H3X 1V3;7FA5S7LWBKJrQMV86ZUNuQ;3
QC;Rosemere;J7A 2H4;pf4McQa-lUW6cp6AWrGevQ;2
AB;Calgary;T3G 2R2;n48v6y_0pSZ9p45aJrXKJw;8
NV;Las Vegas;89183;p0iEUamJVp_QpaheE-Nz_g;479
QC;Montréal;H2Z 1Y6;bsjBLLHR4TMVR5eAeLAI9w;79
AZ;Peoria;85382;nFVqjh-JCOuV2Uci1ZfJ_Q;208
ON;Markham;L3R 0Y5;OEfvfMCJyC5kRWeRQQYQMg;151
ON;Toronto;M5V 0K2;jedpMIkZkpVPTKxVwOqvtg;17
NV;Las Vegas;89115;fOh0yRN8xOoiC0KebvSJ2Q;98
ON;Toronto;M3B 3B5;59roFbMHNSt6H3UbOO2HmA;1
AZ;Phoenix;85008;GIhzzb9tjqLCYdNP_k3-dQ;473
ON;Toronto;M5B 2H1;sjJOsKnXxsQodXMr1i8fsg;106
OH;Cleveland;44121;MHxce6ztMkbYHR8z3Z1q3g;56
OH;Willoughby;44094;fThrN4tfupIGetkrz18JOg;67
WI;Fitchburg;53719;IfKJC-1YOcDjpP2Toy0NTg;48
WI;Black Earth;53515;-h0o-BilkKaCa7HX9BOwkw;23
AB;Calgary;T3C 3P8;5CI7lCCKNOZMhNPM0nC29g;3
PA;Pittsburgh;15234;c5CWmwh0-WFIjn8_V2DECQ;57
ON;Toronto;M9C 5K5;orWh5Pi4vMBqkza2HnMa2Q;4
OH;Shaker Heights;44122;4QIpOUetqRefQ3HGfdIQoA;86
WI;Waunakee;53597;HmRI5esljcm7kjWM--7Uyg;29
AZ;Phoenix;85054;UE3AvVnaPEBPneVahYT2eA;301
NV;Las Vegas;89156;tstimHoMcYbkSC4eBA1wEg;52
OH;Willowick;44095;3ropqVM-UMYXun6WGbi1hA;26
ON;Brampton;L6P 3E1;H13-L1mQBgxOyn2OrEtALg;4
ON;Mississauga;L4X 1L7;owt49CrXMxyLNB_K8OY4-Q;33
NV;Las Vegas;89149;44kd3YdkhXj5XiSPs5XNjQ;191
AZ;Mesa;85210;16d3BlncEyCTzb0GxXrBXQ;467
QC;Montréal;H3B 5M2;ijVqjxqLcX1-pWiCIRVrRQ;1
AB;Calgary;T2S 1W9;fbfJi9uj86621DntGpIa9w;33
QC;Montreal-Nord;H1H 2R3;Fe7BcdqP3TdAFkEdZSD1DA;16
ON;Toronto;M2N 5S3;mRv3Z25F56qduMKnvnCkVA;14
QC;Laval;H7P 4W5;Pobad_pOp-YApFViGM3wDw;2
AB;Calgary;T2N 3E3;rYq0k33eJxISVP1ufx6Kmw;16
QC;Outremont;H2V 1K8;VZh2OeHm_Or5BMsROKJP6w;3
NC;Charlotte;28211;RAh9WCQAuocM7hYM5_6tnw;377
AZ;Gilbert;85233;sJNcipFYElitBrtiJx0ezQ;448
NV;Las Vegas;89113;uW6UHfONAmm8QttPkbMewQ;667
ON;Vaughan;L4K 2T4;rgYtChp1dAd4O03XZjY3lQ;2
NV;North Las Vegas;89086;XQm5LDv3M9d4zDtKRO_8iQ;56
NC;Charlotte;28278;Z66xO_B7trDah8F0PKwRqg;34
NC;Charlotte;28210;ME6D5nLlfG0xZCtICOYDuw;135
OH;Elyria;44035;PLY0Nedm170y61vqNlIzxg;46
NC;Charlotte;28206;F1odkZWmcXGylij8HjRq6Q;109
ON;Toronto;M6J 2Z7;-9u2uFwhlj3Yq4mG5IweoA;26
ON;Mississauga;L5R 3E7;Wc7Hld-DTJbss8CndeIylw;100
OH;Woodmere;44122;kROYR_6mVfg9WgJ7z1HOSA;163
OH;Brunswick;44212;ix8Xv6sHk0F0e8wJ5_a9Og;53
AZ;Phoenix;85381;-lBIxCbHxuN3YO_sUkWeUQ;10
ON;Pickering;L1V 3N7;I93W4FJ1BNhjxIohgz7TLg;3
ON;Ajax;L1Z 1V9;loS1AHV16qO1vxy2qTMZ2g;1
ON;Toronto;M6G 1K7;RrqcZLX05djKo1GVLMXMDQ;63
NC;Matthews;28104;x5fgrhaq8R8qXhZFPnfXWw;48
OH;Cleveland;44130;7toYPf5ZAjCkEuwaMPtDwQ;29
ON;Toronto;M5V 2B3;dd3GZs6zW2t7BM0cbxAzvg;72
QC;Montréal;H2X 1K5;BReKNnKFYRld2decRXM4Og;35
AB;Calgary;T2J 6Y5;SjOgDqMwZ4lgjOzVvLlVxg;0
ON;Mississauga;L5A 3Z1;XPtDU14nu36LWt7_UagI9Q;15
PA;Pittsburgh;15223;vZSgu1k5gWkTmoMwmmKc9Q;6
ON;Toronto;M2R 1M6;JD0Wod1xotR3LckHm-Ql8A;8
AZ;Chandler;85248;U4OLUFb9VxMmpMXm1ZF-cQ;121
NC;Matthews;28105;9TCzxlrOZSIFcBlvHIUgFA;83
NC;Charlotte;28202;V1cWGBZLQLyIiyo0iUOnyg;213
ON;Toronto;M6G 1C5;B354S4lFcl2Rqbz_EgQweA;9
WI;Mc Farland;53558;Tvw-7siA6FtCSwRikb5FVA;21
ON;Bradford;L3Z 0A2;dgV3b_HRCGcrR1-OzkwHNA;1
ON;Toronto;M9W 1N7;5HT6eMwhyVfeNIBSzUXw1g;0
QC;Saint-Laurent;H4R 1K4;jyMtOxQ_fT2vMGmjFSxPLg;10
OH;Mentor On The Lake;44060;P_jceJY9DgCVG0riQBS8Iw;9
PA;Pittsburgh;15233;rBnpbR-cfCD9CKy_ahCmsg;90
QC;Montréal;H2T 1R9;eqrclRc8l4kQOiH2IFn28g;21
ON;Richmond Hill;L4S 0B2;uEfwT9nfqulvWnfJoWEG8Q;23
QC;Boisbriand;J7H 0A2;-8AoSGOdZyDdTpT2oqX3zQ;2
NC;Davidson;28036;8rtd2ZoeNMHjCQQnWuZ-bQ;135
ON;Toronto;M6S 3Z3;ZBFfY_WLbp19sADTZ_LRMg;5
AZ;Phoenix;85083;Qb1tuREKTsyVKO6DiDQXgg;27
WI;Madison;53719;HHCn1akqIpl_BhdcJoYPbw;82
NC;Charlotte;28246;37XExTruLjOLqnTERYy8aw;20
ON;Toronto;M6J 1Y6;qPVqfJAzC8APF8aWGBtFRA;78
ON;Brampton;L6W 0A6;aO7CRy6Gi_q9PpA5uXe_OA;31
ON;Mississauga;L5G 1C8;91sdZ0d-5RMXNcBYB3uU0g;29
OH;Cleveland;44195;_awu1HfNZWgBo6z9RU2CLA;42
PA;Pittsburgh;15203;wmCBxE0PfLZD8sxIwAY59Q;176
ON;Brampton;L6S;RE4qn28MEiDrM1PbdYVgxA;8
NC;Mint Hill;28227;qjSpyukIL7labiBiPYlWvQ;17
ON;Mississauga;L4X 1L8;Vf2rCr4kjbKI1ZdZXHqTjw;1
PA;Pittsburg;15231;ScGf3uUlHqlXpyOZ2DXTFw;7
QC;Montréal;H2R 1S6;29ljJsh9029okll_6YZ3iw;1
ON;Toronto;M6J 1G1;qvxpoQE5qwbZpuSGJzLK4Q;67
WI;De Forest;53532;f5QG_TCCkDlQqby22jWPXw;15
AB;Calgary;T2W 3P5;RNmG82lUMD8BkC4kP6KJSg;2
ON;Toronto;M5A 0K6;DJnDtWvKX-_f1VMzbI6ZaA;0
NV;Las Vegas;89161;odyYR1Bg2bqmp1kVlm8OYw;483
ON;Brampton;L6P 2R1;SdxmF-LIssl7roa3O_WoIQ;1
ON;Toronto;M6B 3S7;IN8BHY7zkhjUxUh4qnbrHg;9
QC;Montréal;H2S 3R2;PPt_W7FmjNly9LVALXCZhg;2
QC;Montréal;H2V 4E7;ml_Fo07EBZQ8uSSnvkZb3A;44
ON;Etobicoke;M9C 1B8;WMxfifNmaHma4RD1Y9T_QQ;40
AZ;Laveen Village;85339;UuEfwtPMT9W9tgDmI4o7tQ;36
ON;Toronto;M3H 3M6;aywCwIczds0RosdzqokZ8g;7
WI;Fitchburg;53713;46F7TUZ84GrDgZvkPPuL_Q;10
NV;Henderson;89147;r4d__bKwzs3vE7GoI_MrAw;0
ON;Markham;L3P;lrm8hNDtwd5Wd0tVjOgCyw;15
ON;Toronto;M6H 4A9;Q54L22dIBrnRjSBsjwbOoQ;40
ON;Mississauga;L5C 4E6;msGzcIDdC1VpODL5F9y82g;19
WI;Madison;53704;i60v66vwf1A13YqcIqGD_A;172
NV;Las Vegas;89110;95CCHowiE0W_ovv5-9lQAQ;127
AZ;Tolleson;85353;dqeUvrlMxTAk0VL2n1ukaw;63
ON;Toronto;M6A 1S5;VsjywTxkIo9wjdoE25cQyQ;1
QC;Montréal;H2L 1A5;EyCO8HurmdWYbVCdxPg-Ig;11
ON;Toronto;M8V 1M1;gc2XZigymAwwNkjihdkO5w;4
NV;Las Vegas;89141;C9ImzBi5fn742ZcAYDww2A;319
QC;Montréal;H4C 1H7;36pB0QVVNZuOLV_UxosbAQ;10
ON;Whitby;L1N 2M1;VRiol0eeDqe8_EeUytECqw;4
ON;Toronto;M4S 2N4;u9_cHsWEKds73ZT8PZaf6g;14
AZ;Phoenix;85029;whAwdYVty-jSNRhrYT2zHA;367
AB;Calgary;T2R 0A5;i5AN0dqzKGQ4z7Q76xpbNA;78
ON;Mississauga;L4W 1E3;NIg_Oq9bxLN0eYhDQFDDQw;4
