state;city;postal_code;business_id;cool_reviews
QC;Montréal;H2S 2L5;aaRUTik55Ewk-ZKKxPk-7Q;2
AB;Calgary;T2H 2E6;qn6H1ysz6lAiKqObeVZ0IA;2
NV;Henderson;89052;bIzoX_6PNnpxPiwhJeUMfg;148
AZ;Scottsdale;85258;3-6biVwm7VwPZ-k67jml-Q;142
OH;Cleveland;44115;JkQSLe_rBftbTJdZuQFlSw;77
NV;Las Vegas;89108;3JcmZmhiI11tt-ffzPAP2A;101
ON;Toronto;M2J 2K8;KJpwqQ2YBb4xWFbfc-6p4g;0
AZ;Surprise;85374;MbNVYTHweYLYlbItx1nEnA;67
AZ;Chandler;85286;Lsy_RA1xk9qHFLzLNWKBww;96
WI;Madison;53716;HdG7YBvxYQvEbjNG9I9QjA;16
OH;Cleveland;44119;lHLNQnEHwCJ_CROCfCxEzw;29
OH;North Olmsted;44070;hAApwo0DNl0TiHX9J-u-eQ;55
AZ;Phoenix;85020;n2tiSHECXkFv47aIkxvSDA;90
NC;Charlotte;28207;QReGruZEFxovIm9FJVa1kw;50
AZ;Chandler;85248;XJN3OhXLBDa8zAqdi21FFQ;66
AZ;Scottsdale;85251;4_QptQBr500iB7J1-9-pFw;160
AZ;Fountain Hills;85268;VMeXFzWwBF2PSHx6EpII4A;28
AZ;Tempe;85284;5J1SoLkAM2zAOKqrRB7rCQ;95
NV;Las Vegas;89129;Ta9m6G8P0pA5nuAJomjQqQ;200
NV;Henderson;89015;-CFKgOGpYPIt8NnqidaZCw;87
OH;Cleveland;44102;MPioAPoOmQPts89sBSiFog;75
AZ;Phoenix;85085;L23Lyc6sivNhblzxHiecYA;38
NV;Las Vegas;89139;A-uZAD4zP3rRxb44WUGV5w;537
AZ;Phoenix;85029;H9mqDelZUnCWqYixEZQYww;50
AZ;Phoenix;85031;hLG9zSdXXrIHkr8r9faG0A;15
OH;Lakewood;44107;YT9zQ9dL4sFZg0Y8IPK6CQ;71
AZ;Glendale;85308;A2J7d9UxD40rVgjaKflVhw;116
ON;Toronto;M4N 2N3;y1Er-SodAde9QZIcgFf45g;2
NC;Matthews;28105;8HYtFglLCaGUpd4iSZFAkg;15
NV;Las Vegas;89122;g6L-oVN4geIRdABs8we-zw;36
QC;Montréal;H2J 2J8;0W27hbZN7Z-PrkhAb0y9Eg;0
NC;Charlotte;28211;G_LtZnL66Iwama_7_FCLUQ;88
AZ;Mesa;85120;p2YpeE9SqKgEAg7G8HD9iQ;0
NC;Charlotte;28262;9ePd14ukO4iwaKRcU9OSTw;47
OH;North Randall;44128;koYr-CUnhf_glSdGymUqJA;3
WI;Madison;53717;aRIZPbrHwnM04TTXLYrFMg;68
PA;Pittsburgh;15239;vaj3ucCSmZ3TS1JZGpwHcg;3
PA;Pittsburgh;15232;eC0iLr5RxpZPmJ6NGSqijA;45
AZ;Phoenix;85004;-050d_XIor1NpCuWkbIVaQ;317
AZ;Phoenix;85022;Ktia9NJfvxVxTLVcEnw9zQ;104
NC;Concord;28027;VdZ_0EzBo7EHsNmiZ-zX8Q;84
AZ;Mesa;85210;c7lAaz-pW58i1h1rSlyqcw;175
NV;Las Vegas;89135;hk3mC8gDnSEJ_OtmbILDBA;149
AZ;Phoenix;85023;CV0knwCFA-x-8jJHot6Few;304
AZ;Phoenix;85034;Xg5qEQiB-7L6kGJ5F4K3bQ;773
AZ;Scottsdale;85260;1qkKfqhO8z2XMzLLDFE96Q;231
ON;Toronto;M6J 1X3;VUADGMPLJoWqhHb1G4LIcA;10
OH;Cleveland;44113;Xny0n0s98TpP82sQxfgIMQ;265
OH;Hudson;44236;NyMBCCwughxU_DeUj3MS3w;27
AZ;Peoria;85382;pWffwFHO7Awb4bULH-XoDQ;60
AZ;Mesa;85203;e4NQLZynhSmvwl38hC4m-A;187
PA;Wexford;15090;JZwPJyoJnqlfjCsrnSUmNw;18
ON;Brampton;L6Y 4E7;jXzxNtgvFCd8RJPHLNBeDw;1
ON;Toronto;M6S 2E2;g3nkmwBSv6g-AS0FZVkTUA;1
AZ;Phoenix;85009;5OmuCo0kdvWQZXidGuxrsw;75
ON;North York;M2H 1S8;GXbag8-ubKs5qb1dMNyMTQ;8
AZ;Gilbert;85234;ZcQBRzwG66TIN3iMiXz5Lw;134
IL;Champaign;61821;R32Yh0XxxanldkIp11fuRg;8
AZ;Tempe;85283;-wpNQQYtqlmQ9Rcwhgm9iw;153
PA;Pittsburgh;15205;kzbH1_l7VTSfFFcwTqY6vA;30
WI;Madison;53715;GnODIDJz09LecpudDoynCg;56
ON;Markham;L3R 0C6;GOsj1Zh2Gn2o7yaN7P3ODg;3
AZ;Phoenix;85051;G8vA6pq4p8KslaURm-q65Q;98
NV;Las Vegas;89103;D_mVIUu5XyrHz-7U_z_pDg;190
ON;Etobicoke;M8X 1C4;RDqut1o5n3wuwUZa0CJ3jg;10
NV;Las Vegas;89117;WRQ-9LluyivReFiQZFUujw;392
ON;Scarborough;M1T 2M2;oO_RFbFoHQxzhi2BGLf_ew;3
NC;Charlotte;28269;ZV89e6dYFymcBAUmRzKGwA;19
PA;Pittsburgh;15236;M49CwslHLTt9verCZhWxrg;21
PA;Pittsburgh;15237;ih_bb1SaYvsMYfdykhYh2g;43
AZ;Phoenix;85053;0N2y8rNxbet6p4UIBWTOrw;142
NC;Charlotte;28206;a2h9nrVMpNvfwMBo1e8ffg;55
AZ;Glendale;85302;g_6gQKZxj9HHbTa1OaUtnQ;50
OH;Medina;44256;tx08ZIeFODGv4wLNb5yelg;26
AZ;Scottsdale;85259;0-pZqYbs2Qwycrjsyvq4hQ;43
NC;Huntersville;28078;JsRt9LPgv-7guVcY4u6OQA;69
ON;Toronto;M4J 1M2;QH3tPvfA5w9VyD1TPY3iaQ;2
OH;Elyria;44035;azoEjNRQwdqhaVjyk3UrRA;11
ON;Markham;L3P 1Z3;t0MpxmKJJASmDoC2FzR-eA;2
PA;Pittsburgh;15224;QqbZA4r5g1vCbOxOAKJgWg;140
NV;Las Vegas;89149;YfKxQzaEly5G4Hf49m_GTQ;322
AZ;Scottsdale;85253;RzXSaz2BjPBHeJzEIUKoQw;55
AZ;Mesa;85202;A8UtlAQem2hPDe-UfsvndQ;216
PA;Pittsburgh;15238;cKDql3YTCVyh2ljA21yE2A;17
PA;Pittsburgh;15208;ANqR2H5v9vdqhIohrKBPhg;9
ON;Maple;L6A 3Y5;TrFY7vNertzFv-6fOxhWQg;0
NV;Las Vegas;89101;tMdgY7Ou4k3bYZZulJCiuQ;346
AZ;Mesa;85201;iBCMaNm_hv9IlCDa7AWPig;47
NV;Las Vegas;89145;Nc6LoytSiQdnBgNywcTpDg;107
AB;Calgary;T2Y 3G4;ztODXRVyMfkfsMWFHGSkBA;0
OH;Rocky River;44116;sWucpMb_MDdqAthWFFisow;105
OH;Cleveland;44126;5aeKNiVSVXXNYczQjVktig;8
OH;Twinsburg;44087;xJq2h6RzINWfzb3E0Z3ryQ;39
AZ;Phoenix;85008;WKPnq7NYw4IV5IG2smpd1Q;47
ON;Toronto;M6G 1L2;1x_aIoaqIIn8q51kJA8DfQ;4
NV;Las Vegas;89119;NIF9q-xwMzYkmFyE2BCJDQ;272
ON;Brampton;L6T 5R4;nKc3t1lFKPxEeNFzpZ7qew;3
NV;Las Vegas;89032;v015pusDxymYrTi_l48t2w;105
NC;Charlotte;28210;Xrr19fzrUUgTTQBLUd2Gzg;25
AZ;Phoenix;85003;Gz9SlLqxS6wnxPvgdOQNrA;549
NV;Las Vegas;89141;UKvQCLHl4wYbzCrLe-xPLA;21
NC;Gastonia;28052;-aaFTZvFYT_aw6B3Ch2mYg;11
SC;Fort Mill;29708;kw2w9U9NWihxCw-Pe_kvSA;26
NV;Las Vegas;89169;GCRvrxMSC1nzShyM4Y-guQ;123
ON;Toronto;M4M 1H2;ZxrWn3v1ZVX9SC_ObbfpHQ;90
NV;Henderson;89011;-C8S2OPEOI1fL-2Q41tWVA;131
AZ;Mesa;85206;0fPbNt0ubnPRXHIsee6vTA;64
ON;Toronto;M4R 1K8;PDdrS2b9TcE5jVDCFWtxLQ;2
PA;McKees Rocks;15136;s_CFR6l-ecfGZ3tw16PJDQ;46
NC;Pineville;28134;sphMzEIqY1I2Dzv3zLZY2g;31
NV;Henderson;89074;jlYeXBYzQKhomXZmT0aA1g;109
ON;North York;M3B 2M3;qPnfX6LqkOBtIrDkYtD4Cg;0
AZ;Mesa;85204;J7rkQISD48jXgdM6UxNAbw;100
AZ;Phoenix;85014;HGvNE87fvK5PwKMZBDkTbA;209
QC;Montréal;H3G 2B1;Pw_nqAc2HPCVliKDH8KwgA;4
WI;Madison;53713;g6aWPjcKukfK1-Po70Lhyw;58
NV;Las Vegas;89148;V-0qRzBHKixmQgon_fW_AA;176
AZ;Phoenix;85021;2Yq-Y-tDroP7mdDfcWJLCQ;108
ON;Toronto;M6A 2V1;K2G6wD7gIwF3KzRJ1B5m_g;7
OH;Cleveland;44131;Dvwb0Ei0IQ1UYblnmuzy2A;4
AZ;Glendale;85306;3HJJ3Y1_7aXuVEjTMUgcfg;29
OH;Strongsville;44136;Im0hMcWaqWIzuBM8xILDsA;33
OH;Cleveland;44106;ZPAkg2phFo_p3U-QjvHVPw;96
OH;Chagrin Falls;44023;mbPaXByWZBZUGqvh8ewmTA;17
NV;Las Vegas;89146;sqRX-XLlhx4rs2c1TpBf8A;713
QC;Montréal;H2T 2S9;YBeXiaNLJPJs5f1pwBQqjQ;8
ON;Toronto;L4L 4V9;mRnQ4g5EZfmEV1DwWp-Xrw;0
ON;Toronto;M1P 2W9;aLTpnF4xG3KA5trMilgChQ;62
QC;Montréal;H2R 2C5;Vuvxtw6TZFEanOhI7x3cXA;1
PA;Pittsburgh;15220;5oA6zlmJ4jQREDH6dNCq6w;20
ON;Brampton;L7A 1G2;NaHznnT577eSzjMR8Exv1A;1
NV;Henderson;89123;NXNa5OYmN1CNmXwHhDxpRA;166
ON;Mississauga;L5L 3T5;4FnjiGHK0KwTWSX-zpZPgA;1
AZ;Phoenix;85018;m9iqRUgclcsQs-z8c2FTeA;252
AZ;Avondale;85392;8Vpfy_WtcVvZS8Wfz7JQJA;257
WI;Mount Horeb;53572;M25NgFDHrozQn4MhIsEpRw;25
AB;Calgary;T2S 0B8;eIwg5MK2yoBQS545U-ORLA;1
NC;Harrisburg;28075;fbg49awiPp1dw0S4R6-8Xw;7
AZ;Cave Creek;85327;wNcCAwIFDiw6rhHBmdErvw;0
NV;Las Vegas;89134;1aj4TG0eFq6NaPBKk6bK7Q;85
ON;Thornhill;L4J 7Y1;-lsEdrRtZ9NC56TkblR9ug;7
OH;Avon;44011;FvXZcRB8bocNMDvFUnoWhg;58
OH;Brunswick;44212;INuaDC5ZT0oDILfUFgIhIA;16
WI;Madison;53714;B0KLBjiTkR4gz-fYDYv13A;26
AZ;Phoenix;85086;7VfktTKK-ixMGdS2K71Urw;26
QC;Montréal;H2T 2K8;plxpL-sVSyU8isXQPe-osQ;13
ON;Toronto;M5A 1L9;pdw9W8Ft8TI64oCSRraV6w;2
OH;Akron;44129;MRjbo3l3kY_AL4NlVIiZGg;4
AB;Calgary;T3C 0X9;TcHDCrAp9NfFP2wGzQ3sXw;0
OH;Westlake;44145;oBX1gy7oj6w6W3VocRQaGw;77
NV;Las Vegas;89130;CauQnqZ5eowyrr7oWF_p3Q;364
QC;Montréal;H2X 1K5;W_V0y_N6AI8DKY3Bqq6ZeA;7
PA;Pittsburgh;15219;9O-PjeUlUGx0h1URxeSTCg;68
QC;Chambly;J3L 2H6;r-FGgEHmjFAvR1GD7Kr28A;4
PA;Pittsburgh;15201;usFNFsaaHFxEbnBO4FaFHA;104
AZ;Gilbert;85295;_FXa_6j-6UDsxWo-KX7WvQ;105
QC;Pierrefonds;H8Y 3C8;-4mowOKV3xGyfgQBh6ey_g;1
WI;Madison;53718;tyo6QzKpnUVTjXoq91FBuQ;49
AZ;Phoenix;85233;hHXvDONNDZ64opmfVG2mJQ;0
PA;Pittsburgh;15204;PnfQvtyc5QNcKj7UCY-Riw;7
OH;Bedford;44146;skC3DLicGJrBeBERfceO-g;13
AZ;Phoenix;85013;64dfRmMmUsOdLnkBOtzp4w;348
NV;Las Vegas;89178;nizlIF4pl2_6zZkFITBApA;112
NC;Davidson;28036;Z_mJYg3vi8cPZHa1J4BALw;191
AZ;Phoenix;85017;Z7YXJnQ5ZWIrSmqyrFqhBg;119
WI;Verona;53593;pzLXZ0qeiRilQ3vM-gS1wg;15
AB;Calgary;T2P 1B3;Q-ZznSrHKOHdSFrK7dEVwQ;19
AZ;Phoenix;85027;OfLdWSqZ4HM_-B5khUtS8w;83
ON;Mississauga;L5M 6Y4;XEctiHkmd9WX9DrinYq7Gw;0
ON;Toronto;M4E 3S2;wgdiR4_kLue-ZFUbcx9Vmw;0
IL;Urbana;61801;RWd83o4drIOE60W1meaESA;27
AZ;​Gilbert;85297;i9PUoStRuesSnIKWY6ZOrw;4
PA;Pittsburgh;15203;jalA5zHW8ZfY3RSPG7oDxQ;55
AB;Calgary;T2X 1Z5;SIprYmesqmKWFDFWabnSCA;1
AB;Calgary;T2B 2X3;dpGRwzRsqJWnzEBEAd84ag;5
AZ;Phoenix;85028;IQVka-wzJmN3jw2W70aCzw;83
ON;Toronto;M6J 3X5;cXI5s70pO1t7W_nrWh3QLw;2
NC;Charlotte;28203;_5UAFrD3EDgJO1aZgRxH7w;132
NC;Concord;28025;5eU50HUUu4ynPgopsZyf7A;17
ON;Vaughan;L6A 0Y6;MPtj3Qq7gGyEXJHrhpg7cg;0
NC;Charlotte;;gTn_YaXUYEC5py8ESrX5Wg;8
WI;Brooklyn;53521;eemhTFXisN3M549JIOutNw;3
AZ;Peoria;85385;XKutCBXYCPvksFbDfPW_8w;5
ON;Whitby;L1N 2M7;UwT646UrjR871VM6_m9zBg;0
PA;Pittsburgh;15213;xULATz2siGXOPia614mg2A;97
ON;Toronto;M4M;XLc5WIzafCocqsycQhvEPw;18
PA;McMurray;15317;cKRGB46UJp3z3TgVlzk4tw;21
PA;Monroeville;15146;RRv0cqZCk_pO1y4B0NnjyQ;18
AZ;Mesa;85275;MQf0u7jmy5_3h-6PCK2PNQ;1
QC;Montréal;H2W 1N3;VT5zZ-3RAkEYdlGF4gHuag;6
ON;Vaughan;L4K 2L7;tY4AbZ7q9xbU1bjoUVh2Pg;0
AZ;Mesa;85215;HvSliqaxluBylII59CQVBg;68
NV;Las Vegas;89166;Mm7ufuUcq6zwureK71wCnw;35
OH;Macedonia;44056;ZXQdi91sr3SgWYzFSSh4Sw;10
NV;Las Vegas;88905;_7VzldbP4ts7UyO6K1Wnsg;1
ON;Toronto;M2H 3S8;kwXTdolA_0G2haHW4To5kA;2
ON;Whitby;L1N 0C8;Jk2KS7tt-S58JtJo77mm7w;0
NC;Matthews;28205;WoJN9oOwiWrOsqqUp4J1Eg;2
NV;Las Vegas;89113;Jy6ru0Hz-9Yc5v006-YmUQ;171
NV;Las Vegas;89121;il0h5UFgcLiqEw8C6OOmtQ;86
ON;Toronto;M5V 2E2;Grr2wJ3nYD_7qUyespDglA;31
QC;Montréal;H2S 1R3;Z4GL0bNaBmpxYW7KAzOhxQ;2
ON;Toronto;M6G 1B7;IfUkm42SB9D0m_ZbkQ711A;45
ON;Whitby;L1N 4K1;C57UPdr203PRtr631mR-hw;2
OH;Cleveland;44121;QUjJmpTQvGus8WfYq1dtOw;37
CA;Huntington Beach;85206;UE_fvET7Aj16w7Cluj7ZGg;3
OH;Brecksville;44141;hyyy_yFDI3CJJaG3uROGBA;34
ON;Toronto;M6G 1Y6;OKp_Gia0RUqUh3Gt01s4xQ;6
AZ;Gilbert;85296;5jJ09QrQyrVx7aPEdZkiCw;92
AZ;Glendale;85304;lii_bf9qMoOJKYsgQGGwfg;30
OH;Tallmadge;44278;nZvjGGWpzkPOf0ypOezoZg;11
PA;Pittsburgh;15235;J38n-oFC0V_PUo4qcTxang;17
ON;Stouffville;L4A 2S8;0Hc7Wgai2l9jzEmzpmV0EQ;2
PA;Pittsburgh;15217;lPcKVCwnnx54lJR5BXFbKQ;58
OH;Parma;44129;rKDQW6e0fDWMa8uCFQtt9A;46
NC;Charlotte;28205;s8OLoPfOpB0FbK5frI3CkQ;89
ON;Mississauga;L5L 1X3;3C_8LIH9z6lREJMODYqwVQ;2
AZ;Glendale;85301;-Dnh48f029YNugtMKkkI-Q;194
WI;Belleville;53508;UxhEJdt0iacusZP1gmNZAg;6
NC;Monroe;28110;mw6fEeehx2crlVqni6PVpg;4
WI;Oregon;53575;oyjibcwohyExYYp8lMJ7eA;20
AB;Calgary;T3H 0V5;WABtE8E0jrwRAPppbLZiAw;1
ON;Toronto;M5G 1C3;fm8Ekv7HSwxXQaco-wYkLg;4
NV;Las Vegas;89110;OOHDPE3tilNC4md8Lcx_4Q;27
ON;Toronto;M4C 1J7;hhLKp8ilQac7M5UTTpnPnQ;1
ON;Toronto;M5L 1G5;U1RvFnS-j6ItZ8VJGyncog;10
ON;Mississauga;L5C 0A2;33N-oL25LxumJNft-ULXTA;0
SC;Rock Hill;29732;pjys1m9gkIylfnidNz9a-w;35
AZ;Mesa;85207;vYuz0O040zcaqUyLLVvsPg;43
QC;Montréal;H3G 2S8;XVxReat5L3dgeBTlR64ufA;0
ON;Toronto;M6G 1C4;kvJreA-UbfXgMQ0Rby6daw;21
PA;Aspinwall;15215;7m0smV1-RvM1GnWhCTjy7Q;12
ON;Toronto;M5V 1C2;Cpvvsi_VYF8MwENCj0YL4Q;3
OH;Mentor;44060;xaFzCJe82C4N7t4zeCo3hA;27
AZ;Litchfield Park;85340;a-1KiIXBVx8NsPhXFk3nrg;64
NC;North Carolina;28205;ke6eeNW5pYJX9nECvI016Q;2
OH;Cuyahoga Falls;44221;OFaMjL9nLF-A51KHNW8nfg;40
AZ;Phoenix;85015;VRC7J-ahI4em9ddhihxq5w;161
OH;North Ridgeville;44039;BnHpWFA1LuIn0bAfbiWsrw;26
NV;Las Vegas;89147;saQQmDQQJ14BVkm_sg53UA;225
OH;Highland Heights;44143;x-ZnHkRIhpGwZ_7VwiKlRg;69
ON;Toronto;M4M 2A6;cUMbOD5ucJBPJtk8A8d6IQ;1
ON;Toronto;M5J 2W4;0kB69ewW3BVse8EhU4kxrQ;36
ON;Pickering;L1V 3N7;MR2TQRe4rffrFDqMisOqrA;3
NC;Belmont;28012;kfwAKuRFdWKRl42hpsimuQ;35
NC;Charlotte;28215;pDoDY-cDLyeKQgDx5RAlnQ;31
ON;Etobicoke;M8Z 1A2;LX-vi6pQC9b0ANTGjt2y7A;0
ON;Aurora;L4G 1N2;qMKiwfIjiZ_Zb6tKeaiPAA;1
OH;Cleveland;44114;1veVZUawy7IhIc5oDpRRQA;223
AZ;Phoenix;85050;-z-xTLkeSN_WpRayIlh_iQ;58
ON;Vaughan;L4J 1A1;5z0FEVD1sqa5TAhc1yVlJg;1
NV;North Las Vegas;89084;_cPKhspnmpEEVXYKO3l-Sg;43
NC;Indian Trail;28079;cy8uCZ8ZWcOE9436BIkjIw;15
PA;Coraopolis;15108;OyGwvqB3iVPX5CavwuC4tA;42
ON;Toronto;M4P 3H1;6Ei61h-GUZAGrinbR1oqyA;2
WI;Middleton;53562;_q0ci_oTC-QccjFKVc6CeA;100
AZ;Goodyear;85395;-jP13l6qg_5zrpQigf3p_Q;38
NV;Las Vegas;89183;igPCZTC4rf1E1kgBJ4sLOw;235
SC;Fort Mill;29715;1ylgrtS3iSNaf3V68kw4bw;48
ON;York;M9N 2S4;n8Jnn9Cl0x8M-vTZDB2uLw;2
AZ;Phoenix;85012;ZCzey5aPhd7jYIoHsUfjmQ;258
OH;Cleveland;44120;LtDYRcMJbJPhXPEklT29Fw;85
NV;North Las Vegas;89031;wfWcE4K7vQX1Fjao9Q-12Q;40
QC;Montréal;H2L 3L5;f5dGAJ34lGfVW0cvYP6n3g;3
ON;Toronto;M5E 1C3;nT16Y6AsJDwEpUB1JICKzg;249
AZ;scottsdale;85258;lc_7sel5hHqecsZvUUfhlQ;0
NC;Charlotte;28270;dy9VGj4N-sJD1bGse9y9Zw;48
AZ;Peoria;85381;p1MZyPUMflxMARQ6I8X3Kw;47
AB;Calgary;T2R 1J6;FomRj6KzRLGTyYH3RxGaFw;1
ON;Toronto;M6G 1C2;JePdoHGJ2kWRQkfGx0T34Q;5
QC;Laval;H7N 0A8;ySFCgNj9n36-bHA40R_nBA;6
ON;Toronto;M6G 2Y3;u6JJojkbqVlVI4NqKsL54Q;20
OH;Parma;44130;MFp1rDEL_Fuj5iB0cevHUQ;3
ON;Toronto;M4Y 1R4;cw38enjbbPUbKwSQj8clWQ;24
AB;Calgary;T2B 2E9;i8DzZicW7c5Th-jtbunaJg;0
AB;Calgary;T2M 1H6;vJmD1dagBjER83Raf2KAWQ;20
ON;Toronto;M6J 1C9;XhQlBej7jw8_rfvTcvgc_w;2
AZ;Phoenix;85005;3Xq-bUUpRF9qi3MIXPY8cQ;81
PA;Mckeesport;15132;dawaNZo5WgnjMh5Z7oeJTA;3
ON;Brooklin;L1M 1A3;0n-aoTMXm6y0OSIikRx4ig;1
ON;Toronto;M5X 1A6;bSNKVZ-lXgKkms60vfPDsw;5
ON;Stouffville;L4A 1A9;paPIvrNg9U0tmw0oCUs1-w;2
ON;Scarborough;M1L 2E2;aFf5JUOmwoKCiTUNRfiO_Q;0
NV;Las Vegas;88901;ku3S_YUpSNofph2JJh9BNQ;9
AZ;Sun City West;85375;IpcYF2G2UV0wl9_xluQohQ;12
ON;Toronto;M5A 4J6;yf1awJ2cVp0AmqYMOc671w;2
OH;Solon;44139;3z70db5MNhCBPpIaRCB5nQ;79
OH;Avon Lake;44012;fBg_BALfHGKVw2tUYboFsw;54
AZ;Peoria;85383;tXfFAFjZOBcTW8enPCw3dw;25
ON;North York;M3J 2T2;p2OodYlzYWHtwiTd48je3w;0
IL;Urbana, Illinois;61802;squM96Zm0Ae6K3wvaHLuBw;3
AZ;Phoenix;85024;Llm_iXzE0-8_XKwI2e4JdA;43
WI;Madison;53704;Hty6oLQ1_FSRW5XgZtWrXw;47
QC;Westmount;H3Z 2P9;YvkHzjyvzq0wNITj9fFtSA;10
OH;Broadview Heights;44147;0i95sgY7pzYW9k88SOVJ8A;61
ON;Mississauga;L5C 4P9;3fnv_e6ycyfVnAY_gYx94w;2
PA;West Elizabeth;15088;UVRCa_4ZjdPNoDubKRT04Q;1
ON;Toronto;M5A 3C6;RshIJ_Key2KyI_syRdqvpw;1
PA;White Oak;15131;gITBefKO65DKNcCFQp424A;12
ON;Toronto;M4K 1R2;uTzZFspcDwLCQtSQg6sEYQ;1
QC;Montréal;H3G 1P6;FAORMyKlH-yxD8u-gWlZ4w;2
AZ;Glendale;85307;RDd00nYInAbNjJEMQpX40w;10
ON;Toronto;M4C 3G5;-WKQHbVgTNQVzCbVPDeMlg;25
NC;Waxhaw;28173;gdPvWf5FQhHVeeUofY7_zg;13
OH;Streetsboro;44241;bAdhIwQa7VFyMK8Uit9t9A;12
OH;Akron;44320;BTRyAikBLFw6umdkud0LIA;30
